"Iteration"	"logProb"	"currentDecryptedText"	"correctText"
454	0.000851690484171738	"dfof wl e leybgf mfim"	0
455	0.000851690484171738	"fdod wl e leybgd mdim"	0
456	0.000851690484171738	"fdod wl e leybgd mdim"	0
457	0.000851690484171738	"fdod wl e leybgd mdim"	0
458	0.000851690484171738	"fdhd wl e leybgd mdim"	0
459	0.000851690484171738	"fdhd wl e leybgd mdim"	0
460	0.000851690484171738	"fdhd wl e leybgd mdim"	0
461	0.000851690484171738	"fdhd ml e leybgd wdiw"	0
462	0.000851690484171738	"fdhd ml e leygbd wdiw"	0
463	0.000851690484171738	"fdhd ml e leygbd wdiw"	0
464	0.000851690484171738	"fdhd ml o loygbd wdiw"	0
465	0.000851690484171738	"fdhd ml o loygbd wdiw"	0
466	0.000851690484171738	"fdhd ml o loygbd wdkw"	0
467	0.000851690484171738	"fdhd ml o loygbd wdkw"	0
468	0.000851690484171738	"fdhd ml o loygbd wdkw"	0
469	0.000851690484171738	"fdhd ml o lojgbd wdkw"	0
470	0.000851690484171738	"fdhd ml o lojgbd wdkw"	0
471	0.000851690484171738	"fdhd ml o lojgbd wdkw"	0
472	0.000851690484171738	"fdhd ml o lojgbd wdkw"	0
473	0.000851690484171738	"fdhd ml o lojgbd wdkw"	0
474	0.000851690484171738	"frhr ml o lojgbr wrkw"	0
475	0.000851690484171738	"frhr dl o lojgbr wrkw"	0
476	0.000851690484171738	"frhr dl o lojgbr wrkw"	0
477	0.000851690484171738	"frhr dl o lojgmr wrkw"	0
478	0.000851690484171738	"frhr wl o lojgmr drkd"	0
479	0.000851690484171738	"frhr wl o lovgmr drkd"	0
480	0.000851690484171738	"lrhr wf o fovgmr drkd"	0
481	0.000851690484171738	"drhr wf o fovgmr lrkl"	0
482	0.000851690484171738	"drhr wf o fosgmr lrkl"	0
483	0.000851690484171738	"drhr wf o fosgmr lrkl"	0
484	0.000851690484171738	"erhr wf o fosgmr lrkl"	0
485	0.000851690484171738	"erhr qf o fosgmr lrkl"	0
486	0.000851690484171738	"erhr qf o foxgmr lrkl"	0
487	0.000851690484171738	"erhr qf o foxgmr lrkl"	0
488	0.000851690484171738	"erhr qf o foxgmr prkp"	0
489	0.000851690484171738	"hrer qf o foxgmr prkp"	0
490	0.000851690484171738	"hrur qf o foxgmr prkp"	0
491	0.000851690484171738	"hrur qg o goxfmr prkp"	0
492	0.000851690484171738	"hrur qg o goxfmr prkp"	0
493	0.000851690484171738	"hrur qg o goxfbr prkp"	0
494	0.000851690484171738	"hnun qg o goxfbn pnkp"	0
495	0.000851690484171738	"hnun tg o goxfbn pnkp"	0
496	0.000851690484171738	"hnun tg o goxfbn enke"	0
497	0.000851690484171738	"hnun tg o goxzbn enke"	0
498	0.000851690484171738	"hnun tg o goxzbn ende"	0
499	0.000851690484171738	"hnun tr o roxzbn ende"	0
500	0.000851690484171738	"hnun tr o roxzwn ende"	0
